cond,target,fold,seed,anchor,pseudo,r,resid,lam,rmse_cm,bias_cm,n
noinfo,Russia_W,0,1,ku_cal,none,0.0,ridge,0.0,29.742,-10.298,28
noinfo,Russia_W,0,1,ku_cal,none,0.0,ridge,0.25,32.196,-17.404,28
noinfo,Russia_W,0,1,ku_cal,none,0.0,ridge,0.5,36.809,-24.509,28
noinfo,Russia_W,0,1,ku_cal,none,0.0,ridge,0.75,42.889,-31.614,28
noinfo,Russia_W,0,1,ku_cal,none,0.0,ridge,1.0,49.903,-38.72,28
noinfo,Russia_W,0,2,ku_cal,none,0.0,ridge,0.0,29.742,-10.298,28
noinfo,Russia_W,0,2,ku_cal,none,0.0,ridge,0.25,32.196,-17.404,28
noinfo,Russia_W,0,2,ku_cal,none,0.0,ridge,0.5,36.809,-24.509,28
noinfo,Russia_W,0,2,ku_cal,none,0.0,ridge,0.75,42.889,-31.614,28
noinfo,Russia_W,0,2,ku_cal,none,0.0,ridge,1.0,49.903,-38.72,28
noinfo,Russia_W,0,0,ku_cal,none,0.0,catboost_lo,0.0,29.742,-10.298,28
noinfo,Russia_W,0,0,ku_cal,none,0.0,catboost_lo,0.25,30.293,-12.989,28
noinfo,Russia_W,0,0,ku_cal,none,0.0,catboost_lo,0.5,31.145,-15.679,28
noinfo,Russia_W,0,0,ku_cal,none,0.0,catboost_lo,0.75,32.273,-18.37,28
noinfo,Russia_W,0,0,ku_cal,none,0.0,catboost_lo,1.0,33.65,-21.06,28
noinfo,Russia_W,0,1,ku_cal,none,0.0,catboost_lo,0.0,29.742,-10.298,28
noinfo,Russia_W,0,1,ku_cal,none,0.0,catboost_lo,0.25,30.289,-12.638,28
noinfo,Russia_W,0,1,ku_cal,none,0.0,catboost_lo,0.5,31.059,-14.979,28
noinfo,Russia_W,0,1,ku_cal,none,0.0,catboost_lo,0.75,32.037,-17.319,28
noinfo,Russia_W,0,1,ku_cal,none,0.0,catboost_lo,1.0,33.204,-19.659,28
