table,region,version,ref,n,n_blocks,d_median,d_q25,d_q75,d_mean,d_sd,rel_median,rel_q25,rel_q75,corr_tdd,sqrt_ratio_mean,tdd_ref_mean,tdd_ref_sd,interannual_sd_mean,frac_pre2010,frac_partial,n_years_matched_median,year_min_median,year_max_median,single_year_frac,E,E_med,st_a,st_E,tdd_a,tdd_b,cci_a,cci_b,ymean,n_train_real,sqrt_tdd_mean_alaska,method,rmse,bias,mae,r2,alt_mean,sqrt_tdd_mean,label,d_rmse,d_rmse_lo,d_rmse_hi,d_bias,d_bias_lo,d_bias_hi,ci_flag,rmse_a,rmse_b,sig,split,pseudo,seed,n_train,rmse_split_sd,n_split,n_seed,ctrl,n_splits,d_split_mean,d_split_sd,cond
tdd_diff,Lena,matched,clim_yr,3037.0,20.0,-26.03815205891931,-141.29710388183594,7.006364949544263,-37.777109788177434,120.97625401427183,-3.1270575821646998,-16.586031676831233,0.758586432248729,0.5142831561541646,0.9747190268742861,868.7908613003775,51.625880628723166,136.7000175790257,0.2736252881132697,0.0023049061573921633,1.0,2015.0,2015.0,0.9519262430029635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tdd_diff,Lena,full,clim_yr,3037.0,20.0,26.989401245117165,14.579961140950559,35.45667622884116,25.75822795674904,8.916176482182589,3.2502121065516465,1.88013632989387,3.8389312737105534,0.9951860518642852,1.0145274562534567,868.7908613003775,51.625880628723166,136.7000175790257,0.2736252881132697,0.0023049061573921633,1.0,2015.0,2015.0,0.9519262430029635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tdd_diff,Canada,clim_re,clim,750.0,39.0,0.0001697540283203125,0.00011301040649414062,0.0005699992184418079,0.00021585695944516676,0.0027128661305958904,1.1802127221775645e-05,7.859405062058552e-06,2.8817465507702056e-05,0.9999999999721205,1.000000049975527,1634.4394545084635,361.5405530574207,186.32865479321134,0.018666666666666668,0.016,1.0,2022.0,2022.0,0.668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tdd_diff,Canada,clim_yr,clim,750.0,39.0,0.0007883707683049579,0.0001373291015625,7.0111083984375,6.496793572319882,9.402470997677902,4.378089703061268e-05,9.440226458026194e-06,0.5993514669631962,0.9997717806660237,1.0019005825926746,1634.4394545084635,361.5405530574207,186.32865479321134,0.018666666666666668,0.016,1.0,2022.0,2022.0,0.668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tdd_diff,Canada,matched,clim,750.0,39.0,128.75747680664062,38.23405456542969,194.7572021484375,153.4666968912239,155.47887054326907,9.932230016663947,2.628271279717938,12.254238019230717,0.9549077328129002,1.042523385984209,1634.4394545084635,361.5405530574207,186.32865479321134,0.018666666666666668,0.016,1.0,2022.0,2022.0,0.668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tdd_diff,Canada,full,clim,750.0,39.0,114.98210652669263,46.08793334960933,143.28656209309884,106.81389947916664,43.69088848913554,7.024630353492769,3.2052246151907906,8.869610978309947,0.9961995693097212,1.0319538962960442,1634.4394545084635,361.5405530574207,186.32865479321134,0.018666666666666668,0.016,1.0,2022.0,2022.0,0.668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tdd_diff,Canada,matched,clim_yr,750.0,39.0,128.7576344807942,38.233917236328125,193.5514895121256,146.96990331890402,153.13426669217264,9.932243387541455,2.6282615913776337,10.902666461361896,0.954770334445365,1.0405531507618246,1640.9362480807836,366.8200806767266,186.32865479321134,0.018666666666666668,0.016,1.0,2022.0,2022.0,0.668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tdd_diff,Canada,full,clim_yr,750.0,39.0,114.9822642008462,46.08779602050777,125.5347503662108,100.31710590684676,40.01824816710644,7.024639796369954,3.205214758401882,8.838087405518152,0.9963590682045432,1.030002850424429,1640.9362480807836,366.8200806767266,186.32865479321134,0.018666666666666668,0.016,1.0,2022.0,2022.0,0.668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tdd_diff,Russia_W,clim_re,clim,31.0,21.0,0.000152587890625,-0.00017499923706054688,0.0005204379558563232,0.0001497493095602324,0.00046752109387028116,1.0576875033502252e-05,-1.7721166451823694e-05,4.02617799854895e-05,0.999999999997773,1.0000000588323368,1188.7508200368572,221.22584322884143,198.9039397294321,0.03225806451612903,0.4838709677419355,13.0,2009.0,2023.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tdd_diff,Russia_W,clim_yr,clim,31.0,21.0,22.420761108398438,1.1639404296875,39.43587748209643,21.0445266231414,18.596201160881886,1.687941687607835,0.10847826159916753,2.974196968394134,0.99880106138704,1.0078756559642958,1188.7508200368572,221.22584322884143,198.9039397294321,0.03225806451612903,0.4838709677419355,13.0,2009.0,2023.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
