cond,target,dset,xset,anchor,pseudo,r,resid,iw,lam,family_tag,n_cells,n_seed,range_viol,mono_viol,mono_viol_obs,n_pairs,E_iqr_pred,E_iqr_obs,E_iqr_ratio,E_med_pred,E_med_obs
labels,Canada,alaska,x25,stefan_cci,none,0.0,ridge,0,0.0,analytic,374,3,0.0,0.31924019607843135,0.522671568627451,1632,0.4061983475693065,0.9419817575258502,0.4312167877180567,1.7403409199068445,1.6417616325197302
labels,Canada,alaska,x25,stefan_cci,none,0.0,ridge,0,0.25,residual,374,3,0.0,0.29105392156862747,0.522671568627451,1632,0.30687639517050247,0.9419817575258502,0.32577742904122114,1.6675789168368176,1.6417616325197302
labels,Canada,alaska,x25,stefan_cci,none,0.0,ridge,0,0.5,residual,374,3,0.0,0.42340686274509803,0.522671568627451,1632,0.2288985430542263,0.9419817575258502,0.24299678972068073,1.6086503653197022,1.6417616325197302
labels,Canada,alaska,x25,stefan_cci,none,0.0,ridge,0,0.75,residual,374,3,0.0,0.4338235294117647,0.522671568627451,1632,0.13369893337200178,0.9419817575258502,0.14193367578918614,1.5031281862918044,1.6417616325197302
labels,Canada,alaska,x25,stefan_cci,none,0.0,ridge,0,1.0,residual,374,3,0.0,0.48223039215686275,0.522671568627451,1632,0.1623089284185475,0.9419817575258502,0.1723058086017057,1.3790912199438594,1.6417616325197302
labels,Canada,alaska,x25,stefan_cci,none,0.0,tabm,0,0.0,analytic,374,3,0.0,0.31924019607843135,0.522671568627451,1632,0.4061983475693065,0.9419817575258502,0.4312167877180567,1.7403409199068445,1.6417616325197302
labels,Canada,alaska,x25,stefan_cci,none,0.0,tabm,0,0.25,residual,374,3,0.0,0.3425245098039216,0.522671568627451,1632,0.360183580418654,0.9419817575258502,0.38236789358287515,1.7249419454560797,1.6417616325197302
labels,Canada,alaska,x25,stefan_cci,none,0.0,tabm,0,0.5,residual,374,3,0.0,0.4824346405228758,0.522671568627451,1632,0.37263451882633175,0.9419817575258502,0.3955857062509045,1.6879993416446093,1.6417616325197302
labels,Canada,alaska,x25,stefan_cci,none,0.0,tabm,0,0.75,residual,374,3,0.0,0.5287990196078431,0.522671568627451,1632,0.3064092657827295,0.9419817575258502,0.32528152836794283,1.6009159702871187,1.6417616325197302
labels,Canada,alaska,x25,stefan_cci,none,0.0,tabm,0,1.0,residual,374,3,0.0,0.5708741830065359,0.522671568627451,1632,0.3014229405228815,0.9419817575258502,0.31998808693979375,1.5068990254062566,1.6417616325197302
labels,Canada,alaska,x25,stefan_cci_cal,none,0.0,catboost_lo,0,0.0,analytic,1152,3,0.0,0.2580816110227875,0.5283518812930578,1887,0.09405529382374112,1.0042392136289189,0.09365825646646768,1.553711100235861,1.565576651943089
labels,Canada,alaska,x25,stefan_cci_cal,none,0.0,catboost_lo,0,0.25,residual,1152,3,0.0,0.2812223988694577,0.5283518812930578,1887,0.11856140629276017,1.0042392136289189,0.11806092082814279,1.6063975084508553,1.565576651943089
labels,Canada,alaska,x25,stefan_cci_cal,none,0.0,catboost_lo,0,0.5,residual,1152,3,0.0,0.34711181770005295,0.5283518812930578,1887,0.20549160598285865,1.0042392136289189,0.20462416045305995,1.6216022939770571,1.565576651943089
labels,Canada,alaska,x25,stefan_cci_cal,none,0.0,catboost_lo,0,0.75,residual,1152,3,0.0,0.4244833068362481,0.5283518812930578,1887,0.2692343530807045,1.0042392136289189,0.26809782910965924,1.6334515378724357,1.565576651943089
labels,Canada,alaska,x25,stefan_cci_cal,none,0.0,catboost_lo,0,1.0,residual,1152,3,0.0,0.4522169228051581,0.5283518812930578,1887,0.33306033623265585,1.0042392136289189,0.3316543824544642,1.640667342428486,1.565576651943089
labels,Canada,alaska,x25,stefan_k2,none,0.0,catboost_lo,0,0.0,analytic,1152,3,0.0,0.04663487016428194,0.5283518812930578,1887,0.07625055000671987,1.0042392136289189,0.07592867214493734,1.5073074466315617,1.565576651943089
labels,Canada,alaska,x25,stefan_k2,none,0.0,catboost_lo,0,0.25,residual,1152,3,0.0,0.31178237060589997,0.5283518812930578,1887,0.04758685408739716,1.0042392136289189,0.04738597481713276,1.547693683703202,1.565576651943089
labels,Canada,alaska,x25,stefan_k2,none,0.0,catboost_lo,0,0.5,residual,1152,3,0.0,0.3880939763292705,0.5283518812930578,1887,0.12306468976633507,1.0042392136289189,0.12254519450761986,1.576278267889922,1.565576651943089
labels,Canada,alaska,x25,stefan_k2,none,0.0,catboost_lo,0,0.75,residual,1152,3,0.0,0.45521992580816106,0.5283518812930578,1887,0.20996586656943217,1.0042392136289189,0.20907953376038713,1.6081090019645288,1.565576651943089
labels,Canada,alaska,x25,stefan_k2,none,0.0,catboost_lo,0,1.0,residual,1152,3,0.0,0.48542660307366187,0.5283518812930578,1887,0.2956109629832821,1.0042392136289189,0.2943630949393644,1.6399777219621672,1.565576651943089
labels,Canada,alaska,x25,stefan_ku,none,0.0,catboost_lo,0,0.0,analytic,1152,3,0.0,0.27503974562798095,0.5283518812930578,1887,0.25728204463373183,1.0042392136289189,0.25619597516414183,1.9592019838705468,1.565576651943089
