cond,target,split,seed,dset,xset,anchor,pseudo,r,resid,iw,n,n_blocks,n_train,n_train_real,lam,rmse_cm,bias_cm,mae_cm,r2,fit_s,error
covonly,Canada,0,0,alaska,x25,none,ku_cal,10.0,catboost_lo,0,374,19,149666,13606,1.0,33.035,14.176,26.45,-0.0554,1.7,
covonly,Canada,0,1,alaska,x25,none,ku_cal,10.0,catboost_lo,0,374,19,149666,13606,1.0,33.005,14.605,26.431,-0.0535,1.7,
covonly,Canada,0,2,alaska,x25,none,ku_cal,10.0,catboost_lo,0,374,19,149666,13606,1.0,32.932,13.367,26.57,-0.0488,1.5,
covonly,Canada,0,0,alaska,x25,none,ku_k2,10.0,catboost_lo,0,374,19,149666,13606,1.0,30.363,-7.602,23.042,0.1084,1.4,
covonly,Canada,0,1,alaska,x25,none,ku_k2,10.0,catboost_lo,0,374,19,149666,13606,1.0,29.532,-6.944,22.523,0.1566,1.3,
covonly,Canada,0,2,alaska,x25,none,ku_k2,10.0,catboost_lo,0,374,19,149666,13606,1.0,29.547,-6.53,22.596,0.1557,1.6,
covonly,Canada,0,0,alaska,x25,none,edaphic_k2,10.0,catboost_lo,0,374,19,149666,13606,1.0,28.482,-0.944,22.635,0.2155,1.4,
covonly,Canada,0,1,alaska,x25,none,edaphic_k2,10.0,catboost_lo,0,374,19,149666,13606,1.0,28.414,-1.005,22.543,0.2192,1.6,
covonly,Canada,0,2,alaska,x25,none,edaphic_k2,10.0,catboost_lo,0,374,19,149666,13606,1.0,28.852,-1.487,22.857,0.195,1.3,
covonly,Canada,0,0,alaska,x25,none,tddlin,10.0,catboost_lo,0,374,19,149666,13606,1.0,30.576,-11.725,22.694,0.0959,1.3,
covonly,Canada,0,1,alaska,x25,none,tddlin,10.0,catboost_lo,0,374,19,149666,13606,1.0,30.507,-11.321,22.714,0.1,1.3,
covonly,Canada,0,2,alaska,x25,none,tddlin,10.0,catboost_lo,0,374,19,149666,13606,1.0,30.277,-11.509,22.509,0.1135,1.3,
covonly,Canada,0,0,alaska,x25,none,const,10.0,catboost_lo,0,374,19,149666,13606,1.0,40.388,-24.349,29.356,-0.5775,1.1,
covonly,Canada,0,1,alaska,x25,none,const,10.0,catboost_lo,0,374,19,149666,13606,1.0,38.881,-22.828,28.104,-0.4619,1.2,
covonly,Canada,0,2,alaska,x25,none,const,10.0,catboost_lo,0,374,19,149666,13606,1.0,39.303,-23.332,28.445,-0.4939,1.1,
covonly,Canada,0,0,alaska,x25,none,const_t,10.0,catboost_lo,0,374,19,149666,13606,1.0,34.422,-12.25,26.216,-0.1459,1.2,
covonly,Canada,0,1,alaska,x25,none,const_t,10.0,catboost_lo,0,374,19,149666,13606,1.0,34.137,-11.845,26.065,-0.127,1.2,
covonly,Canada,0,2,alaska,x25,none,const_t,10.0,catboost_lo,0,374,19,149666,13606,1.0,34.28,-12.107,26.124,-0.1364,1.1,
covonly,Canada,0,0,alaska,x25,none,shuffle,10.0,catboost_lo,0,374,19,149666,13606,1.0,34.518,-12.409,26.279,-0.1523,1.3,
covonly,Canada,0,1,alaska,x25,none,shuffle,10.0,catboost_lo,0,374,19,149666,13606,1.0,33.887,-11.623,25.927,-0.1105,1.2,
covonly,Canada,0,2,alaska,x25,none,shuffle,10.0,catboost_lo,0,374,19,149666,13606,1.0,34.332,-12.165,26.178,-0.1399,1.3,
covonly,Canada,0,0,alaska,x25,none,cci,10.0,catboost_lo,0,374,19,149666,13606,1.0,29.099,6.081,21.646,0.1811,1.3,
covonly,Canada,0,1,alaska,x25,none,cci,10.0,catboost_lo,0,374,19,149666,13606,1.0,29.035,4.903,21.45,0.1848,1.2,
covonly,Canada,0,2,alaska,x25,none,cci,10.0,catboost_lo,0,374,19,149666,13606,1.0,29.778,7.866,22.015,0.1425,1.2,
deploy,Canada,0,0,alaska,x25,none,stefan,10.0,catboost_lo,0,747,36,149666,13606,1.0,26.498,2.304,21.29,0.222,1.4,
deploy,Canada,0,1,alaska,x25,none,stefan,10.0,catboost_lo,0,747,36,149666,13606,1.0,26.503,2.301,21.294,0.2217,1.3,
deploy,Canada,0,2,alaska,x25,none,stefan,10.0,catboost_lo,0,747,36,149666,13606,1.0,26.499,2.299,21.291,0.222,1.3,
deploy,Canada,0,0,alaska,x25,none,stefan_k2,10.0,catboost_lo,0,747,36,149666,13606,1.0,27.136,-0.469,21.288,0.1841,1.3,
deploy,Canada,0,1,alaska,x25,none,stefan_k2,10.0,catboost_lo,0,747,36,149666,13606,1.0,27.147,-0.471,21.299,0.1834,1.3,
deploy,Canada,0,2,alaska,x25,none,stefan_k2,10.0,catboost_lo,0,747,36,149666,13606,1.0,27.138,-0.47,21.289,0.184,1.3,
deploy,Canada,0,0,alaska,x25,none,stefan_soil,10.0,catboost_lo,0,747,36,149666,13606,1.0,26.242,-1.245,20.404,0.237,1.3,
deploy,Canada,0,1,alaska,x25,none,stefan_soil,10.0,catboost_lo,0,747,36,149666,13606,1.0,26.237,-1.245,20.401,0.2373,1.3,
deploy,Canada,0,2,alaska,x25,none,stefan_soil,10.0,catboost_lo,0,747,36,149666,13606,1.0,26.242,-1.242,20.405,0.237,1.3,
deploy,Canada,0,0,alaska,x25,none,ku_cal,10.0,catboost_lo,0,747,36,149666,13606,1.0,33.008,22.935,28.149,-0.2072,1.4,
deploy,Canada,0,1,alaska,x25,none,ku_cal,10.0,catboost_lo,0,747,36,149666,13606,1.0,33.012,22.932,28.149,-0.2075,1.3,
