cond,target,dset,xset,anchor,pseudo,r,resid,iw,lam,rmse,rmse_split_sd,rmse_ens,bias,n,n_blocks,n_split,n_seed,fit_s,regime
noinfo,Canada,alaska,x25,stefan,none,0.0,ridge,0,0.25,26.441999999999997,,26.441563379379918,-3.8409999999999997,741,30,1,3,0.0,main
noinfo,Canada,alaska,x25,stefan,none,0.0,ridge,0,0.5,27.946,,27.945736414463745,-10.121,741,30,1,3,0.0,main
noinfo,Canada,alaska,x25,stefan,none,0.0,ridge,0,0.75,30.840999999999998,,30.84051965043037,-16.4,741,30,1,3,0.0,main
noinfo,Canada,alaska,x25,stefan,none,0.0,ridge,0,1.0,34.78,,34.78040654781734,-22.679999999999996,741,30,1,3,0.0,main
noinfo,Canada,alaska,x25,stefan_cci,none,0.0,ridge,0,0.0,25.759,,25.759076540163367,6.522000000000001,741,30,1,3,0.0,main
noinfo,Canada,alaska,x25,stefan_cci,none,0.0,ridge,0,0.25,24.55,,24.54979245269228,-0.7920000000000001,741,30,1,3,0.0,main
noinfo,Canada,alaska,x25,stefan_cci,none,0.0,ridge,0,0.5,25.911,,25.911280848048523,-8.106,741,30,1,3,0.0,main
noinfo,Canada,alaska,x25,stefan_cci,none,0.0,ridge,0,0.75,29.49,,29.489600223647194,-15.421,741,30,1,3,0.0,main
noinfo,Canada,alaska,x25,stefan_cci,none,0.0,ridge,0,1.0,34.604,,34.60373459559714,-22.735,741,30,1,3,0.0,main
noinfo,Canada,alaska,x25,stefan_med,none,0.0,ridge,0,0.0,26.572,,26.57176621163909,2.574,741,30,1,3,0.0,main
noinfo,Canada,alaska,x25,stefan_med,none,0.0,ridge,0,0.25,26.423,,26.42250899586451,-3.74,741,30,1,3,0.0,main
noinfo,Canada,alaska,x25,stefan_med,none,0.0,ridge,0,0.5,27.919,,27.9186197116344,-10.053,741,30,1,3,0.0,main
noinfo,Canada,alaska,x25,stefan_med,none,0.0,ridge,0,0.75,30.821,,30.82141778868981,-16.366,741,30,1,3,0.0,main
noinfo,Canada,alaska,x25,stefan_med,none,0.0,ridge,0,1.0,34.78,,34.78045982075068,-22.679,741,30,1,3,0.0,main
noinfo,Lena,alaska,x14,stefan,none,0.0,catboost_lo,0,0.0,21.624,,21.623974469334783,5.675999999999999,2958,20,1,3,0.3,main
noinfo,Lena,alaska,x14,stefan,none,0.0,catboost_lo,0,0.25,21.94633333333333,,21.939939903369268,6.845666666666666,2958,20,1,3,0.3,main
noinfo,Lena,alaska,x14,stefan,none,0.0,catboost_lo,0,0.5,22.364,,22.340475623094033,8.015,2958,20,1,3,0.3,main
noinfo,Lena,alaska,x14,stefan,none,0.0,catboost_lo,0,0.75,22.872666666666664,,22.821129160456827,9.184333333333333,2958,20,1,3,0.3,main
noinfo,Lena,alaska,x14,stefan,none,0.0,catboost_lo,0,1.0,23.46466666666667,,23.376959131590194,10.353333333333333,2958,20,1,3,0.3,main
noinfo,Lena,alaska,x25,none,none,0.0,catboost,0,1.0,25.547,,25.49919456771272,14.266666666666666,2958,20,1,3,1.2,main
noinfo,Lena,alaska,x25,none,none,0.0,catboost_lo,0,1.0,24.139666666666667,,24.10332518100045,11.747666666666667,2958,20,1,3,0.26666666666666666,main
noinfo,Lena,alaska,x25,none,none,0.0,ridge,0,1.0,26.189000000000004,,26.18948154070811,-9.875,2958,20,1,3,0.0,main
noinfo,Lena,alaska,x25,stefan,none,0.0,ridge,0,0.0,21.624,,21.623974469334783,5.675999999999999,2958,20,1,3,0.0,main
noinfo,Lena,alaska,x25,stefan,none,0.0,ridge,0,0.25,21.524999999999995,,21.52537385176596,2.82,2958,20,1,3,0.0,main
noinfo,Lena,alaska,x25,stefan,none,0.0,ridge,0,0.5,22.042,,22.041684682220133,-0.036,2958,20,1,3,0.0,main
noinfo,Lena,alaska,x25,stefan,none,0.0,ridge,0,0.75,23.132,,23.13176829312507,-2.892,2958,20,1,3,0.0,main
noinfo,Lena,alaska,x25,stefan,none,0.0,ridge,0,1.0,24.72,,24.719834984633614,-5.748,2958,20,1,3,0.0,main
noinfo,Lena,alaska,x25,stefan_cci,none,0.0,ridge,0,0.0,20.761,,20.760940506871332,-1.5729999999999997,2958,20,1,3,0.0,main
noinfo,Lena,alaska,x25,stefan_cci,none,0.0,ridge,0,0.25,21.467,,21.467151049912612,-3.1519999999999997,2958,20,1,3,0.0,main
noinfo,Lena,alaska,x25,stefan_cci,none,0.0,ridge,0,0.5,22.504,,22.50354705962068,-4.73,2958,20,1,3,0.0,main
noinfo,Lena,alaska,x25,stefan_cci,none,0.0,ridge,0,0.75,23.827,,23.827081628354033,-6.309,2958,20,1,3,0.0,main
noinfo,Lena,alaska,x25,stefan_cci,none,0.0,ridge,0,1.0,25.393,,25.392895466622452,-7.888000000000001,2958,20,1,3,0.0,main
noinfo,Lena,alaska,x25,stefan_med,none,0.0,ridge,0,0.0,21.649999999999995,,21.649996308432662,5.775000000000001,2958,20,1,3,0.0,main
noinfo,Lena,alaska,x25,stefan_med,none,0.0,ridge,0,0.25,21.535,,21.535288923617163,2.897,2958,20,1,3,0.0,main
noinfo,Lena,alaska,x25,stefan_med,none,0.0,ridge,0,0.5,22.041,,22.041300848569097,0.019,2958,20,1,3,0.0,main
noinfo,Lena,alaska,x25,stefan_med,none,0.0,ridge,0,0.75,23.127,,23.127325015564217,-2.86,2958,20,1,3,0.0,main
noinfo,Lena,alaska,x25,stefan_med,none,0.0,ridge,0,1.0,24.717,,24.717025040625266,-5.738,2958,20,1,3,0.0,main
